timestamp,job_id,original_file,optimized_file,original_total_distance,optimized_total_distance,percent_improvement,status,method,notes
2026-08-16T15:36:37.098540,opt_20260816_153637_e1c3c5a2,plate_1_raw,plate_1_raw_optimized,0.1,0.1,59.56%,success,NearestNeighbor + 2-Opt (Fast Mode),optimized_distance=52.856
