2026-07-11 18:52:16 | INFO     | plt_optimizer | Running NoOp (Baseline) on 3 blocks
2026-07-11 18:52:16 | INFO     | plt_optimizer | Running NearestNeighbor + 2-Opt on 3 blocks
2026-07-11 18:52:16 | INFO     | plt_optimizer | Running Cheapest Insertion Heuristic on 3 blocks
2026-07-11 18:52:16 | INFO     | plt_optimizer | Running Simulated Annealing on 3 blocks
2026-07-11 18:52:16 | INFO     | plt_optimizer | Running Genetic Algorithm on 3 blocks
2026-07-11 18:52:16 | WARNING  | plt_optimizer | Strategy Christofides-Serdyukov S-T Path (5/3 approx) failed: Unknown strategy: Christofides-Serdyukov S-T Path (5/3 approx)
2026-07-11 18:52:16 | WARNING  | plt_optimizer | Parallel ensemble: 1/6 strategies failed: Christofides-Serdyukov S-T Path (5/3 approx)
2026-07-11 18:52:16 | INFO     | plt_optimizer | Parallel ensemble complete: 5/6 strategies succeeded. Best: NoOp (Baseline) (distance=80.000)
2026-07-11 18:52:16 | INFO     | plt_optimizer | Running Parallel Ensemble on 2 blocks with auto workers
2026-07-11 18:52:16 | INFO     | plt_optimizer | Running NearestNeighbor + 2-Opt on 2 blocks
2026-07-11 18:52:16 | INFO     | plt_optimizer | Running NoOp (Baseline) on 2 blocks
2026-07-11 18:52:16 | INFO     | plt_optimizer | Running Simulated Annealing on 2 blocks
2026-07-11 18:52:16 | INFO     | plt_optimizer | Running Cheapest Insertion Heuristic on 2 blocks
2026-07-11 18:52:16 | INFO     | plt_optimizer | Running Genetic Algorithm on 2 blocks
2026-07-11 18:52:16 | WARNING  | plt_optimizer | Strategy Christofides-Serdyukov S-T Path (5/3 approx) failed: Unknown strategy: Christofides-Serdyukov S-T Path (5/3 approx)
2026-07-11 18:52:16 | WARNING  | plt_optimizer | Parallel ensemble: 1/6 strategies failed: Christofides-Serdyukov S-T Path (5/3 approx)
2026-07-11 18:52:16 | INFO     | plt_optimizer | Parallel ensemble complete: 5/6 strategies succeeded. Best: NearestNeighbor + 2-Opt (distance=134.536)
2026-07-11 18:52:16 | INFO     | plt_optimizer | Running Parallel Ensemble on 2 blocks with 2 workers
2026-07-11 18:52:16 | INFO     | plt_optimizer | Running NoOp (Baseline) on 2 blocks
2026-07-11 18:52:16 | INFO     | plt_optimizer | Running Cheapest Insertion Heuristic on 2 blocks
2026-07-11 18:52:16 | INFO     | plt_optimizer | Running Simulated Annealing on 2 blocks
2026-07-11 18:52:16 | INFO     | plt_optimizer | Running Genetic Algorithm on 2 blocks
2026-07-11 18:52:16 | WARNING  | plt_optimizer | Strategy Christofides-Serdyukov S-T Path (5/3 approx) failed: Unknown strategy: Christofides-Serdyukov S-T Path (5/3 approx)
2026-07-11 18:52:16 | INFO     | plt_optimizer | Running NearestNeighbor + 2-Opt on 2 blocks
2026-07-11 18:52:16 | WARNING  | plt_optimizer | Parallel ensemble: 1/6 strategies failed: Christofides-Serdyukov S-T Path (5/3 approx)
2026-07-11 18:52:16 | INFO     | plt_optimizer | Parallel ensemble complete: 5/6 strategies succeeded. Best: NoOp (Baseline) (distance=40.000)
2026-07-11 18:52:16 | INFO     | plt_optimizer | Running Parallel Ensemble on 3 blocks with auto workers
2026-07-11 18:52:16 | INFO     | plt_optimizer | Running NoOp (Baseline) on 3 blocks
2026-07-11 18:52:16 | INFO     | plt_optimizer | Running Cheapest Insertion Heuristic on 3 blocks
2026-07-11 18:52:16 | INFO     | plt_optimizer | Running NearestNeighbor + 2-Opt on 3 blocks
2026-07-11 18:52:16 | INFO     | plt_optimizer | Running Genetic Algorithm on 3 blocks
2026-07-11 18:52:16 | INFO     | plt_optimizer | Running Simulated Annealing on 3 blocks
2026-07-11 18:52:16 | WARNING  | plt_optimizer | Strategy Christofides-Serdyukov S-T Path (5/3 approx) failed: Unknown strategy: Christofides-Serdyukov S-T Path (5/3 approx)
2026-07-11 18:52:16 | WARNING  | plt_optimizer | Parallel ensemble: 1/6 strategies failed: Christofides-Serdyukov S-T Path (5/3 approx)
2026-07-11 18:52:16 | INFO     | plt_optimizer | Parallel ensemble complete: 5/6 strategies succeeded. Best: NoOp (Baseline) (distance=80.000)
2026-07-11 18:52:16 | INFO     | plt_optimizer | Running NoOp (Baseline) on 0 blocks
2026-07-11 18:52:16 | INFO     | plt_optimizer | Running NoOp (Baseline) on 1 blocks
2026-07-11 18:52:16 | INFO     | plt_optimizer | Running NoOp (Baseline) on 2 blocks
2026-07-11 18:52:16 | INFO     | plt_optimizer | Running NearestNeighbor + 2-Opt on 2 blocks
2026-07-11 18:52:16 | INFO     | plt_optimizer | Running NearestNeighbor + 2-Opt on 0 blocks
2026-07-11 18:52:16 | INFO     | plt_optimizer | Running NearestNeighbor + 2-Opt on 4 blocks
2026-07-11 18:52:16 | INFO     | plt_optimizer | Running NearestNeighbor + 2-Opt on 4 blocks
2026-07-11 18:52:16 | INFO     | plt_optimizer | Running Cheapest Insertion Heuristic on 1 blocks
2026-07-11 18:52:16 | INFO     | plt_optimizer | Running Cheapest Insertion Heuristic on 1 blocks
2026-07-11 18:52:16 | INFO     | plt_optimizer | Running Cheapest Insertion Heuristic on 3 blocks
2026-07-11 18:52:16 | INFO     | plt_optimizer | Running Cheapest Insertion Heuristic on 2 blocks
2026-07-11 18:52:16 | INFO     | plt_optimizer | Running Cheapest Insertion Heuristic on 2 blocks
2026-07-11 18:52:16 | INFO     | plt_optimizer | Running Cheapest Insertion Heuristic on 2 blocks
2026-07-11 18:52:16 | INFO     | plt_optimizer | Running Cheapest Insertion Heuristic on 2 blocks
2026-07-11 18:52:16 | INFO     | plt_optimizer | Running Cheapest Insertion Heuristic on 2 blocks
2026-07-11 18:52:16 | INFO     | plt_optimizer | Running Christofides-Serdyukov S-T Path (5/3 approx) on 2 blocks
2026-07-11 18:52:16 | INFO     | plt_optimizer | Running Christofides-Serdyukov S-T Path (5/3 approx) on 1 blocks
2026-07-11 18:52:16 | INFO     | plt_optimizer | Running Simulated Annealing on 2 blocks
2026-07-11 18:52:16 | INFO     | plt_optimizer | Running Simulated Annealing on 4 blocks
2026-07-11 18:52:16 | INFO     | plt_optimizer | Running Genetic Algorithm on 2 blocks
2026-07-11 18:52:16 | INFO     | plt_optimizer | Running Genetic Algorithm on 4 blocks
2026-07-11 18:52:16 | INFO     | plt_optimizer | Starting optimization with Christofides-Serdyukov S-T Path (5/3 approx) on 2 blocks
2026-07-11 18:52:16 | INFO     | plt_optimizer | Running Christofides-Serdyukov S-T Path (5/3 approx) on 2 blocks
2026-07-11 18:52:16 | INFO     | plt_optimizer | Optimization complete: total_travel_distance=30.000
2026-07-11 18:52:16 | INFO     | plt_optimizer | Starting optimization with Parallel Ensemble on 2 blocks
2026-07-11 18:52:16 | INFO     | plt_optimizer | Running Parallel Ensemble on 2 blocks with auto workers
2026-07-11 18:52:17 | INFO     | plt_optimizer | Running NearestNeighbor + 2-Opt on 2 blocks
2026-07-11 18:52:17 | INFO     | plt_optimizer | Running NoOp (Baseline) on 2 blocks
2026-07-11 18:52:17 | INFO     | plt_optimizer | Running Cheapest Insertion Heuristic on 2 blocks
2026-07-11 18:52:17 | INFO     | plt_optimizer | Running Simulated Annealing on 2 blocks
2026-07-11 18:52:17 | INFO     | plt_optimizer | Running Genetic Algorithm on 2 blocks
2026-07-11 18:52:17 | WARNING  | plt_optimizer | Strategy Christofides-Serdyukov S-T Path (5/3 approx) failed: Unknown strategy: Christofides-Serdyukov S-T Path (5/3 approx)
2026-07-11 18:52:17 | WARNING  | plt_optimizer | Parallel ensemble: 1/6 strategies failed: Christofides-Serdyukov S-T Path (5/3 approx)
2026-07-11 18:52:17 | INFO     | plt_optimizer | Parallel ensemble complete: 5/6 strategies succeeded. Best: NearestNeighbor + 2-Opt (distance=40.000)
2026-07-11 18:52:17 | INFO     | plt_optimizer | Optimization complete: total_travel_distance=40.000, winner=NearestNeighbor + 2-Opt
2026-07-11 18:52:17 | INFO     | plt_optimizer | Starting optimization with NoOp (Baseline) on 1 blocks
2026-07-11 18:52:17 | INFO     | plt_optimizer | Running Parallel Ensemble on 2 blocks with auto workers
2026-07-11 18:52:17 | INFO     | plt_optimizer | Running NoOp (Baseline) on 2 blocks
2026-07-11 18:52:17 | INFO     | plt_optimizer | Running NearestNeighbor + 2-Opt on 2 blocks
2026-07-11 18:52:17 | INFO     | plt_optimizer | Running Cheapest Insertion Heuristic on 2 blocks
2026-07-11 18:52:17 | INFO     | plt_optimizer | Running Simulated Annealing on 2 blocks
2026-07-11 18:52:17 | INFO     | plt_optimizer | Running Genetic Algorithm on 2 blocks
2026-07-11 18:52:17 | WARNING  | plt_optimizer | Strategy Christofides-Serdyukov S-T Path (5/3 approx) failed: Unknown strategy: Christofides-Serdyukov S-T Path (5/3 approx)
2026-07-11 18:52:17 | WARNING  | plt_optimizer | Parallel ensemble: 1/6 strategies failed: Christofides-Serdyukov S-T Path (5/3 approx)
2026-07-11 18:52:17 | INFO     | plt_optimizer | Parallel ensemble complete: 5/6 strategies succeeded. Best: NoOp (Baseline) (distance=40.000)
2026-07-11 18:52:17 | INFO     | plt_optimizer | Running Parallel Ensemble on 1 blocks with auto workers
2026-07-11 18:52:17 | WARNING  | plt_optimizer | Strategy Christofides-Serdyukov S-T Path (5/3 approx) failed: All fail
2026-07-11 18:52:17 | WARNING  | plt_optimizer | All parallel strategies failed, using NoOp fallback
2026-07-11 18:52:17 | INFO     | plt_optimizer | Running NoOp (Baseline) on 1 blocks
2026-07-11 18:52:17 | INFO     | plt_optimizer | Running Parallel Ensemble on 2 blocks with auto workers
2026-07-11 18:52:17 | WARNING  | plt_optimizer | Strategy Christofides-Serdyukov S-T Path (5/3 approx) failed: One fail
2026-07-11 18:52:17 | WARNING  | plt_optimizer | Parallel ensemble: 1/6 strategies failed: Christofides-Serdyukov S-T Path (5/3 approx)
2026-07-11 18:52:17 | INFO     | plt_optimizer | Parallel ensemble complete: 1/6 strategies succeeded. Best: NoOp (Baseline) (distance=40.000)
2026-07-11 18:52:17 | INFO     | plt_optimizer | Parsing PLT file: C:\Users\haiiro\AppData\Local\Temp\tmpfv83bwi_\test.plt
2026-07-11 18:52:17 | INFO     | plt_optimizer | Parsing PLT file: \nonexistent\file.plt
2026-07-11 18:52:17 | WARNING  | plt_optimizer | Unknown command 'ALL', treating as header
2026-07-11 18:52:17 | WARNING  | plt_optimizer | Unknown command 'PARSED', treating as header
2026-07-11 18:52:17 | WARNING  | plt_optimizer | Unknown command 'UNKNOWN123', treating as header
2026-07-11 18:52:17 | WARNING  | plt_optimizer | Unknown command 'FOO:1,2', treating as header
2026-07-11 18:52:17 | WARNING  | plt_optimizer | Arc command AA requires 3 parameters
2026-07-11 18:52:17 | WARNING  | plt_optimizer | Arc command AR requires 3 parameters
2026-07-11 18:52:17 | WARNING  | plt_optimizer | Failed to parse arc command CI: could not convert string to float: ''
2026-07-11 18:52:17 | WARNING  | plt_optimizer | Unknown command 'NOTAREALCMD999,888,777', treating as header
2026-07-11 18:52:17 | WARNING  | plt_optimizer | Unknown command 'CUSTOM123', treating as header
2026-07-11 18:52:17 | WARNING  | plt_optimizer | Arc command AA requires 3 parameters
2026-07-11 18:52:17 | WARNING  | plt_optimizer | Unknown command 'X:', treating as header
2026-07-11 18:52:17 | WARNING  | plt_optimizer | Arc command AA requires 3 parameters
2026-07-11 18:52:17 | WARNING  | plt_optimizer | Failed to parse arc command CI: could not convert string to float: ''
2026-07-11 18:52:17 | WARNING  | plt_optimizer | Arc command AA requires 3 parameters
2026-07-11 18:52:18 | INFO     | plt_optimizer | Benchmark starting: 4 file(s), 4 worker(s)
2026-07-11 18:52:18 | INFO     | plt_optimizer | Submitted 4 file(s) to 4 worker(s)
2026-07-11 18:52:18 | INFO     | plt_optimizer | Parsing PLT file: examples\1-inch-square.plt
2026-07-11 18:52:18 | INFO     | plt_optimizer | Parsing PLT file: examples\1x3 half inch letters holes1.plt
2026-07-11 18:52:18 | INFO     | plt_optimizer | Parsing PLT file: examples\334X712 RED DANGER conveyers start and stop2.plt
2026-07-11 18:52:18 | INFO     | plt_optimizer | Parsing PLT file: examples\test_rect_grid13sheet0.plt
2026-07-11 18:52:19 | INFO     | plt_optimizer | Starting baseline extent profiling
2026-07-11 18:52:19 | INFO     | plt_optimizer | Profiling complete: is_structural=True (avg 4.0 segments/path, 100.0% structural), baseline_extent=1016.000, total_cutting_strokes=4
2026-07-11 18:52:19 | INFO     | plt_optimizer | Structural file detected: Bypassing chunker for 1:1 routing (1 paths)
2026-07-11 18:52:19 | INFO     | plt_optimizer | Writing PLT file: examples_benchmark\optimized\no-opt\1-inch-square_optimized.plt
2026-07-11 18:52:19 | INFO     | plt_optimizer | Starting baseline extent profiling
2026-07-11 18:52:19 | INFO     | plt_optimizer | Profiling complete: is_structural=True (avg 2.2 segments/path, 100.0% structural), baseline_extent=3048.000, total_cutting_strokes=49
2026-07-11 18:52:19 | INFO     | plt_optimizer | Structural file detected: Bypassing chunker for 1:1 routing (22 paths)
2026-07-11 18:52:19 | INFO     | plt_optimizer | Writing PLT file: examples_benchmark\optimized\no-opt\test_rect_grid13sheet0_optimized.plt
2026-07-11 18:52:19 | INFO     | plt_optimizer | Starting optimization with NearestNeighbor + 2-Opt on 1 blocks
2026-07-11 18:52:19 | INFO     | plt_optimizer | Running NearestNeighbor + 2-Opt on 1 blocks
2026-07-11 18:52:19 | INFO     | plt_optimizer | Optimization complete: total_travel_distance=0.000
2026-07-11 18:52:19 | INFO     | plt_optimizer | Reassembling document with 1 blocks
2026-07-11 18:52:19 | INFO     | plt_optimizer | Reassembly complete: 1 paths
2026-07-11 18:52:19 | INFO     | plt_optimizer | Writing PLT file: examples_benchmark\optimized\nn2opt\1-inch-square_optimized.plt
2026-07-11 18:52:19 | INFO     | plt_optimizer | Starting optimization with Cheapest Insertion Heuristic on 1 blocks
2026-07-11 18:52:19 | INFO     | plt_optimizer | Running Cheapest Insertion Heuristic on 1 blocks
2026-07-11 18:52:19 | INFO     | plt_optimizer | Optimization complete: total_travel_distance=0.000
2026-07-11 18:52:19 | INFO     | plt_optimizer | Reassembling document with 1 blocks
2026-07-11 18:52:19 | INFO     | plt_optimizer | Reassembly complete: 1 paths
2026-07-11 18:52:19 | INFO     | plt_optimizer | Writing PLT file: examples_benchmark\optimized\insertion\1-inch-square_optimized.plt
2026-07-11 18:52:20 | INFO     | plt_optimizer | Starting optimization with NearestNeighbor + 2-Opt on 22 blocks
2026-07-11 18:52:20 | INFO     | plt_optimizer | Running NearestNeighbor + 2-Opt on 22 blocks
2026-07-11 18:52:20 | INFO     | plt_optimizer | Optimization complete: total_travel_distance=24384.000
2026-07-11 18:52:20 | INFO     | plt_optimizer | Reassembling document with 22 blocks
2026-07-11 18:52:20 | INFO     | plt_optimizer | Reassembly complete: 22 paths
2026-07-11 18:52:20 | INFO     | plt_optimizer | Writing PLT file: examples_benchmark\optimized\nn2opt\test_rect_grid13sheet0_optimized.plt
2026-07-11 18:52:20 | INFO     | plt_optimizer | Starting optimization with Christofides-Serdyukov S-T Path (5/3 approx) on 1 blocks
2026-07-11 18:52:20 | INFO     | plt_optimizer | Running Christofides-Serdyukov S-T Path (5/3 approx) on 1 blocks
2026-07-11 18:52:20 | INFO     | plt_optimizer | Optimization complete: total_travel_distance=0.000
2026-07-11 18:52:20 | INFO     | plt_optimizer | Reassembling document with 1 blocks
2026-07-11 18:52:20 | INFO     | plt_optimizer | Reassembly complete: 1 paths
2026-07-11 18:52:20 | INFO     | plt_optimizer | Writing PLT file: examples_benchmark\optimized\christofides\1-inch-square_optimized.plt
2026-07-11 18:52:20 | INFO     | plt_optimizer | Starting baseline extent profiling
2026-07-11 18:52:20 | INFO     | plt_optimizer | Profiling complete: is_structural=True (avg 4.5 segments/path, 100.0% structural), baseline_extent=18287.963, total_cutting_strokes=24
2026-07-11 18:52:20 | INFO     | plt_optimizer | Structural file detected: Bypassing chunker for 1:1 routing (194 paths)
2026-07-11 18:52:20 | INFO     | plt_optimizer | Writing PLT file: examples_benchmark\optimized\no-opt\1x3 half inch letters holes1_optimized.plt
2026-07-11 18:52:20 | INFO     | plt_optimizer | Starting optimization with Cheapest Insertion Heuristic on 22 blocks
2026-07-11 18:52:20 | INFO     | plt_optimizer | Running Cheapest Insertion Heuristic on 22 blocks
2026-07-11 18:52:20 | INFO     | plt_optimizer | Optimization complete: total_travel_distance=18288.000
2026-07-11 18:52:20 | INFO     | plt_optimizer | Reassembling document with 22 blocks
2026-07-11 18:52:20 | INFO     | plt_optimizer | Reassembly complete: 22 paths
2026-07-11 18:52:20 | INFO     | plt_optimizer | Writing PLT file: examples_benchmark\optimized\insertion\test_rect_grid13sheet0_optimized.plt
2026-07-11 18:52:20 | INFO     | plt_optimizer | Starting optimization with Simulated Annealing on 1 blocks
2026-07-11 18:52:20 | INFO     | plt_optimizer | Running Simulated Annealing on 1 blocks
2026-07-11 18:52:20 | INFO     | plt_optimizer | Optimization complete: total_travel_distance=0.000
2026-07-11 18:52:20 | INFO     | plt_optimizer | Reassembling document with 1 blocks
2026-07-11 18:52:20 | INFO     | plt_optimizer | Reassembly complete: 1 paths
2026-07-11 18:52:20 | INFO     | plt_optimizer | Writing PLT file: examples_benchmark\optimized\sa\1-inch-square_optimized.plt
2026-07-11 18:52:20 | INFO     | plt_optimizer | Starting optimization with Genetic Algorithm on 1 blocks
2026-07-11 18:52:20 | INFO     | plt_optimizer | Running Genetic Algorithm on 1 blocks
2026-07-11 18:52:20 | INFO     | plt_optimizer | Optimization complete: total_travel_distance=0.000
2026-07-11 18:52:20 | INFO     | plt_optimizer | Reassembling document with 1 blocks
2026-07-11 18:52:20 | INFO     | plt_optimizer | Reassembly complete: 1 paths
2026-07-11 18:52:20 | INFO     | plt_optimizer | Writing PLT file: examples_benchmark\optimized\genetic\1-inch-square_optimized.plt
2026-07-11 18:52:21 | INFO     | plt_optimizer | Starting optimization with Christofides-Serdyukov S-T Path (5/3 approx) on 22 blocks
2026-07-11 18:52:21 | INFO     | plt_optimizer | Running Christofides-Serdyukov S-T Path (5/3 approx) on 22 blocks
2026-07-11 18:52:21 | INFO     | plt_optimizer | Optimization complete: total_travel_distance=70657.168
2026-07-11 18:52:21 | INFO     | plt_optimizer | Reassembling document with 22 blocks
2026-07-11 18:52:21 | INFO     | plt_optimizer | Reassembly complete: 22 paths
2026-07-11 18:52:21 | INFO     | plt_optimizer | Writing PLT file: examples_benchmark\optimized\christofides\test_rect_grid13sheet0_optimized.plt
2026-07-11 18:52:21 | INFO     | plt_optimizer | [1/4] 1-inch-square.plt done in 2.35s (avg 2.35s, ETA 7.1s)
2026-07-11 18:52:21 | INFO     | plt_optimizer |   -> OK
2026-07-11 18:52:21 | INFO     | plt_optimizer | Starting optimization with Simulated Annealing on 22 blocks
2026-07-11 18:52:21 | INFO     | plt_optimizer | Running Simulated Annealing on 22 blocks
2026-07-11 18:52:21 | INFO     | plt_optimizer | Starting optimization with NearestNeighbor + 2-Opt on 194 blocks
2026-07-11 18:52:21 | INFO     | plt_optimizer | Running NearestNeighbor + 2-Opt on 194 blocks
2026-07-11 18:52:21 | INFO     | plt_optimizer | Optimization complete: total_travel_distance=24384.000
2026-07-11 18:52:21 | INFO     | plt_optimizer | Reassembling document with 22 blocks
2026-07-11 18:52:21 | INFO     | plt_optimizer | Reassembly complete: 22 paths
2026-07-11 18:52:21 | INFO     | plt_optimizer | Writing PLT file: examples_benchmark\optimized\sa\test_rect_grid13sheet0_optimized.plt
2026-07-11 18:52:21 | INFO     | plt_optimizer | Optimization complete: total_travel_distance=158982.057
2026-07-11 18:52:21 | INFO     | plt_optimizer | Reassembling document with 194 blocks
2026-07-11 18:52:21 | INFO     | plt_optimizer | Reassembly complete: 194 paths
2026-07-11 18:52:21 | INFO     | plt_optimizer | Writing PLT file: examples_benchmark\optimized\nn2opt\1x3 half inch letters holes1_optimized.plt
2026-07-11 18:52:22 | INFO     | plt_optimizer | Starting optimization with Genetic Algorithm on 22 blocks
2026-07-11 18:52:22 | INFO     | plt_optimizer | Running Genetic Algorithm on 22 blocks
2026-07-11 18:52:22 | INFO     | plt_optimizer | Optimization complete: total_travel_distance=24384.000
2026-07-11 18:52:22 | INFO     | plt_optimizer | Reassembling document with 22 blocks
2026-07-11 18:52:22 | INFO     | plt_optimizer | Reassembly complete: 22 paths
2026-07-11 18:52:22 | INFO     | plt_optimizer | Writing PLT file: examples_benchmark\optimized\genetic\test_rect_grid13sheet0_optimized.plt
2026-07-11 18:52:22 | INFO     | plt_optimizer | [4/4] test_rect_grid13sheet0.plt done in 3.81s (avg 3.08s, ETA 6.2s)
2026-07-11 18:52:22 | INFO     | plt_optimizer |   -> OK
2026-07-11 18:52:22 | INFO     | plt_optimizer | Starting optimization with Cheapest Insertion Heuristic on 194 blocks
2026-07-11 18:52:22 | INFO     | plt_optimizer | Running Cheapest Insertion Heuristic on 194 blocks
2026-07-11 18:52:25 | INFO     | plt_optimizer | Optimization complete: total_travel_distance=231209.715
2026-07-11 18:52:25 | INFO     | plt_optimizer | Reassembling document with 194 blocks
2026-07-11 18:52:25 | INFO     | plt_optimizer | Reassembly complete: 194 paths
2026-07-11 18:52:25 | INFO     | plt_optimizer | Writing PLT file: examples_benchmark\optimized\insertion\1x3 half inch letters holes1_optimized.plt
2026-07-11 18:52:26 | INFO     | plt_optimizer | Starting baseline extent profiling
2026-07-11 18:52:26 | INFO     | plt_optimizer | Profiling complete: is_structural=False (avg 6.1 segments/path, 68.2% structural), baseline_extent=443.408, total_cutting_strokes=2530
2026-07-11 18:52:26 | INFO     | plt_optimizer | Chunking 814 stroke paths with threshold=886.816 (baseline_extent=443.408, multiplier=2.0)
2026-07-11 18:52:26 | INFO     | plt_optimizer | Created 48 MacroBlocks
2026-07-11 18:52:26 | INFO     | plt_optimizer | Writing PLT file: examples_benchmark\optimized\no-opt\334X712 RED DANGER conveyers start and stop2_optimized.plt
2026-07-11 18:52:26 | INFO     | plt_optimizer | Starting optimization with Christofides-Serdyukov S-T Path (5/3 approx) on 194 blocks
2026-07-11 18:52:26 | INFO     | plt_optimizer | Running Christofides-Serdyukov S-T Path (5/3 approx) on 194 blocks
2026-07-11 18:52:26 | INFO     | plt_optimizer | Optimization complete: total_travel_distance=447612.097
2026-07-11 18:52:26 | INFO     | plt_optimizer | Reassembling document with 194 blocks
2026-07-11 18:52:26 | INFO     | plt_optimizer | Reassembly complete: 194 paths
2026-07-11 18:52:26 | INFO     | plt_optimizer | Writing PLT file: examples_benchmark\optimized\christofides\1x3 half inch letters holes1_optimized.plt
2026-07-11 18:52:27 | INFO     | plt_optimizer | Starting optimization with Simulated Annealing on 194 blocks
2026-07-11 18:52:27 | INFO     | plt_optimizer | Running Simulated Annealing on 194 blocks
2026-07-11 18:52:28 | INFO     | plt_optimizer | Optimization complete: total_travel_distance=171336.023
2026-07-11 18:52:28 | INFO     | plt_optimizer | Reassembling document with 194 blocks
2026-07-11 18:52:28 | INFO     | plt_optimizer | Reassembly complete: 194 paths
2026-07-11 18:52:28 | INFO     | plt_optimizer | Writing PLT file: examples_benchmark\optimized\sa\1x3 half inch letters holes1_optimized.plt
2026-07-11 18:52:29 | INFO     | plt_optimizer | Starting optimization with Genetic Algorithm on 194 blocks
2026-07-11 18:52:29 | INFO     | plt_optimizer | Running Genetic Algorithm on 194 blocks
2026-07-11 18:52:30 | INFO     | plt_optimizer | Optimization complete: total_travel_distance=171336.023
2026-07-11 18:52:30 | INFO     | plt_optimizer | Reassembling document with 194 blocks
2026-07-11 18:52:30 | INFO     | plt_optimizer | Reassembly complete: 194 paths
2026-07-11 18:52:30 | INFO     | plt_optimizer | Writing PLT file: examples_benchmark\optimized\genetic\1x3 half inch letters holes1_optimized.plt
2026-07-11 18:52:30 | INFO     | plt_optimizer | Starting optimization with NearestNeighbor + 2-Opt on 48 blocks
2026-07-11 18:52:30 | INFO     | plt_optimizer | Running NearestNeighbor + 2-Opt on 48 blocks
2026-07-11 18:52:30 | INFO     | plt_optimizer | Optimization complete: total_travel_distance=64538.072
2026-07-11 18:52:30 | INFO     | plt_optimizer | Reassembling document with 48 blocks
2026-07-11 18:52:30 | INFO     | plt_optimizer | Reassembly complete: 814 paths
2026-07-11 18:52:30 | INFO     | plt_optimizer | Writing PLT file: examples_benchmark\optimized\nn2opt\334X712 RED DANGER conveyers start and stop2_optimized.plt
2026-07-11 18:52:31 | INFO     | plt_optimizer | [2/4] 1x3 half inch letters holes1.plt done in 12.66s (avg 6.27s, ETA 6.3s)
2026-07-11 18:52:31 | INFO     | plt_optimizer |   -> OK
2026-07-11 18:52:34 | INFO     | plt_optimizer | Starting optimization with Cheapest Insertion Heuristic on 48 blocks
2026-07-11 18:52:34 | INFO     | plt_optimizer | Running Cheapest Insertion Heuristic on 48 blocks
2026-07-11 18:52:34 | INFO     | plt_optimizer | Optimization complete: total_travel_distance=72401.294
2026-07-11 18:52:34 | INFO     | plt_optimizer | Reassembling document with 48 blocks
2026-07-11 18:52:34 | INFO     | plt_optimizer | Reassembly complete: 814 paths
2026-07-11 18:52:34 | INFO     | plt_optimizer | Writing PLT file: examples_benchmark\optimized\insertion\334X712 RED DANGER conveyers start and stop2_optimized.plt
2026-07-11 18:52:39 | INFO     | plt_optimizer | Starting optimization with Christofides-Serdyukov S-T Path (5/3 approx) on 48 blocks
2026-07-11 18:52:39 | INFO     | plt_optimizer | Running Christofides-Serdyukov S-T Path (5/3 approx) on 48 blocks
2026-07-11 18:52:39 | INFO     | plt_optimizer | Optimization complete: total_travel_distance=81860.959
2026-07-11 18:52:39 | INFO     | plt_optimizer | Reassembling document with 48 blocks
2026-07-11 18:52:39 | INFO     | plt_optimizer | Reassembly complete: 814 paths
2026-07-11 18:52:39 | INFO     | plt_optimizer | Writing PLT file: examples_benchmark\optimized\christofides\334X712 RED DANGER conveyers start and stop2_optimized.plt
2026-07-11 18:52:43 | INFO     | plt_optimizer | Starting optimization with Simulated Annealing on 48 blocks
2026-07-11 18:52:43 | INFO     | plt_optimizer | Running Simulated Annealing on 48 blocks
2026-07-11 18:52:43 | INFO     | plt_optimizer | Optimization complete: total_travel_distance=64538.072
2026-07-11 18:52:43 | INFO     | plt_optimizer | Reassembling document with 48 blocks
2026-07-11 18:52:43 | INFO     | plt_optimizer | Reassembly complete: 814 paths
2026-07-11 18:52:43 | INFO     | plt_optimizer | Writing PLT file: examples_benchmark\optimized\sa\334X712 RED DANGER conveyers start and stop2_optimized.plt
2026-07-11 18:52:47 | INFO     | plt_optimizer | Starting optimization with Genetic Algorithm on 48 blocks
2026-07-11 18:52:47 | INFO     | plt_optimizer | Running Genetic Algorithm on 48 blocks
2026-07-11 18:52:47 | INFO     | plt_optimizer | Optimization complete: total_travel_distance=64753.910
2026-07-11 18:52:47 | INFO     | plt_optimizer | Reassembling document with 48 blocks
2026-07-11 18:52:47 | INFO     | plt_optimizer | Reassembly complete: 814 paths
2026-07-11 18:52:47 | INFO     | plt_optimizer | Writing PLT file: examples_benchmark\optimized\genetic\334X712 RED DANGER conveyers start and stop2_optimized.plt
2026-07-11 18:52:52 | INFO     | plt_optimizer | [3/4] 334X712 RED DANGER conveyers start and stop2.plt done in 33.14s (avg 12.99s, ETA 0.0s)
2026-07-11 18:52:52 | INFO     | plt_optimizer |   -> OK
2026-07-11 18:52:52 | INFO     | plt_optimizer | Benchmark finished in 34.16s
2026-07-11 18:52:52 | INFO     | plt_optimizer | Wrote 24 per-strategy row(s) and 4 ensemble row(s); avg 8.54s/file in parallel
2026-07-11 18:53:37 | INFO     | plt_optimizer | Starting baseline extent profiling
2026-07-11 18:53:37 | INFO     | plt_optimizer | Profiling complete: is_structural=True (avg 1.0 segments/path, 100.0% structural), baseline_extent=100.000, total_cutting_strokes=1
